locus_tag	cluster_id	cluster_size	gene_length
PL332_01150	1	1705	864
PL332_01155	1	1705	438
PL332_01160	1	1705	282
PL332_01165	1	1705	2067
PL332_01170	1	1705	975
PL332_01175	1	1705	420
PL332_01180	1	1705	414
PL332_01185	1	1705	1260
PL332_01190	1	1705	1098
PL332_01195	1	1705	252
PL332_01200	1	1705	645
PL332_01205	1	1705	948
PL332_01210	1	1705	600
PL332_01215	3	92	1818
PL332_01220	3	92	183
PL332_01225	1	1705	774
PL332_01230	1	1705	678
PL332_01235	1	1705	639
PL332_01240	1	1705	285
PL332_01245	1	1705	1011
PL332_01250	1	1705	579
PL332_01265	1	1705	399
PL332_01270	1	1705	633
PL332_01275	1	1705	2043
PL332_01280	1	1705	813
PL332_01285	1	1705	870
PL332_01290	1	1705	771
PL332_01295	1	1705	435
PL332_01300	1	1705	762
PL332_01305	1	1705	1545
PL332_01310	1	1705	309
PL332_01315	1	1705	600
PL332_01320	1	1705	318
PL332_01325	3	92	822
PL332_01330	3	92	327
PL332_01335	3	92	411
PL332_01340	3	92	195
PL332_01345	3	92	255
PL332_01350	3	92	366
PL332_01355	3	92	315
PL332_01360	3	92	534
PL332_01365	3	92	303
PL332_01370	3	92	393
PL332_01375	3	92	531
PL332_01380	3	92	348
PL332_01395	3	92	495
PL332_01400	3	92	174
PL332_01415	3	92	435
PL332_01420	1	1705	1317
PL332_01425	1	1705	114
PL332_01430	1	1705	354
PL332_01435	1	1705	384
PL332_01440	1	1705	624
PL332_01445	1	1705	1005
PL332_01450	1	1705	375
PL332_01455	1	1705	1170
PL332_01460	1	1705	255
PL332_01465	1	1705	387
PL332_01470	1	1705	1083
PL332_01475	1	1705	564
PL332_01480	1	1705	207
PL332_01485	1	1705	2052
PL332_01490	1	1705	2412
PL332_01495	1	1705	591
PL332_01500	1	1705	690
PL332_01505	1	1705	495
PL332_01510	1	1705	639
PL332_01515	1	1705	846
PL332_01520	1	1705	591
PL332_01525	1	1705	573
PL332_01530	1	1705	711
PL332_01535	1	1705	669
PL332_01540	1	1705	474
PL332_01545	1	1705	1449
PL332_01550	1	1705	1941
PL332_01555	1	1705	1086
PL332_01560	1	1705	660
PL332_01565	1	1705	984
PL332_01570	1	1705	243
PL332_01575	1	1705	525
PL332_01580	1	1705	603
PL332_01585	1	1705	393
PL332_01590	1	1705	1161
PL332_01595	1	1705	1803
PL332_01600	1	1705	885
PL332_01605	1	1705	834
PL332_01610	1	1705	426
PL332_01615	1	1705	651
PL332_01620	3	92	384
PL332_01625	3	92	426
PL332_01630	1	1705	972
PL332_01635	1	1705	810
PL332_01640	1	1705	837
PL332_01645	1	1705	432
PL332_01650	1	1705	672
PL332_01655	1	1705	369
PL332_01660	1	1705	1332
PL332_01665	1	1705	477
PL332_01670	1	1705	1221
PL332_01675	1	1705	501
PL332_01680	1	1705	1371
PL332_01685	1	1705	1473
PL332_01690	1	1705	333
PL332_01695	1	1705	894
PL332_01700	1	1705	435
PL332_01705	1	1705	420
PL332_01710	1	1705	492
PL332_01715	1	1705	312
PL332_01720	1	1705	477
PL332_01725	1	1705	294
PL332_01730	1	1705	612
PL332_01735	1	1705	846
PL332_01740	1	1705	717
PL332_01745	1	1705	1251
PL332_01750	1	1705	963
PL332_01755	1	1705	1896
PL332_01760	1	1705	327
PL332_01765	1	1705	1131
PL332_01770	1	1705	1035
PL332_01775	1	1705	138
PL332_01780	1	1705	945
PL332_01785	1	1705	1287
PL332_01790	1	1705	207
PL332_01795	1	1705	2745
PL332_01800	1	1705	888
PL332_01805	1	1705	1026
PL332_01810	1	1705	753
PL332_01815	1	1705	216
PL332_01820	3	92	1776
PL332_01825	1	1705	1461
PL332_01830	1	1705	444
PL332_01835	1	1705	381
PL332_01840	1	1705	480
PL332_01845	1	1705	708
PL332_01850	1	1705	378
PL332_01855	1	1705	684
PL332_01860	1	1705	1170
PL332_01865	1	1705	513
PL332_01870	1	1705	711
PL332_01875	1	1705	576
PL332_01880	1	1705	1224
PL332_01885	1	1705	510
PL332_01890	1	1705	993
PL332_01895	1	1705	870
PL332_01900	1	1705	1047
PL332_01905	1	1705	801
PL332_01910	1	1705	894
PL332_01915	4	97	1065
PL332_01920	1	1705	576
PL332_01925	1	1705	2721
PL332_01930	1	1705	435
PL332_01935	1	1705	1308
PL332_01940	1	1705	417
PL332_01945	1	1705	858
PL332_01950	1	1705	252
PL332_01955	4	97	2130
PL332_01960	1	1705	2403
PL332_01965	1	1705	1641
PL332_01970	1	1705	483
PL332_01975	1	1705	351
PL332_01980	1	1705	441
PL332_01985	1	1705	1173
PL332_01990	1	1705	513
PL332_01995	3	92	1068
PL332_02000	3	92	141
PL332_02005	1	1705	1203
PL332_02010	1	1705	1833
PL332_02015	1	1705	429
PL332_02020	1	1705	351
PL332_02025	1	1705	288
PL332_02030	1	1705	822
PL332_02035	1	1705	564
PL332_02040	1	1705	687
PL332_02045	1	1705	1086
PL332_02050	1	1705	1446
PL332_02055	1	1705	1107
PL332_02060	1	1705	822
PL332_02065	1	1705	720
PL332_02070	1	1705	447
PL332_02075	1	1705	354
PL332_02080	1	1705	636
PL332_02085	1	1705	381
PL332_02090	1	1705	360
PL332_02095	1	1705	462
PL332_02100	1	1705	1134
PL332_02105	1	1705	141
PL332_02110	1	1705	906
PL332_02115	1	1705	366
PL332_02120	1	1705	783
PL332_02125	1	1705	2544
PL332_02130	1	1705	573
PL332_02135	1	1705	2172
PL332_02140	1	1705	702
PL332_02145	1	1705	201
PL332_02150	1	1705	138
PL332_02155	1	1705	1473
PL332_02160	1	1705	1191
PL332_02165	1	1705	1065
PL332_02170	1	1705	513
PL332_02175	1	1705	696
PL332_02180	1	1705	240
PL332_02185	5	60	1467
PL332_02190	5	60	1476
PL332_02195	5	60	312
PL332_02200	5	60	1038
PL332_02205	5	60	855
PL332_02210	5	60	558
PL332_02215	1	1705	1452
PL332_02220	1	1705	171
PL332_02225	1	1705	1383
PL332_02230	1	1705	732
PL332_02235	1	1705	990
PL332_02240	1	1705	816
PL332_02260	1	1705	996
PL332_02265	1	1705	1350
PL332_02275	1	1705	909
PL332_02280	1	1705	366
PL332_02285	1	1705	852
PL332_02290	1	1705	459
PL332_02295	1	1705	915
PL332_02300	1	1705	633
PL332_02305	1	1705	1302
PL332_02310	1	1705	672
PL332_02315	1	1705	1332
PL332_02320	1	1705	1185
PL332_02325	1	1705	882
PL332_02330	1	1705	582
PL332_02335	3	92	2883
PL332_02340	1	1705	675
PL332_02345	1	1705	804
PL332_02350	1	1705	432
PL332_02355	1	1705	432
PL332_02360	1	1705	345
PL332_02365	1	1705	1248
PL332_02370	1	1705	624
PL332_02375	1	1705	2043
PL332_02380	1	1705	975
PL332_02385	1	1705	297
PL332_02390	1	1705	309
PL332_02420	1	1705	255
PL332_02425	1	1705	786
PL332_02430	1	1705	1269
PL332_02435	1	1705	471
PL332_02440	1	1705	558
PL332_02445	1	1705	1182
PL332_02450	1	1705	651
PL332_02455	1	1705	285
PL332_02460	1	1705	204
PL332_02465	1	1705	522
PL332_02470	1	1705	483
PL332_02475	3	92	1272
PL332_02480	3	92	399
PL332_02485	3	92	363
PL332_02490	3	92	708
PL332_02495	3	92	132
PL332_02500	3	92	2838
PL332_02505	3	92	1191
PL332_02510	3	92	1431
PL332_02515	3	92	1164
PL332_02520	3	92	888
PL332_02525	3	92	1011
PL332_02530	1	1705	927
PL332_02535	1	1705	897
PL332_02540	1	1705	159
PL332_02545	1	1705	1959
PL332_02550	6	1	2955
PL332_02555	7	1	4011
PL332_02585	8	1	7350
PL332_02590	1	1705	1722
PL332_02595	1	1705	705
PL332_02600	1	1705	327
PL332_02605	1	1705	435
PL332_02610	3	92	3228
PL332_02615	3	92	1209
PL332_02620	3	92	585
PL332_02625	3	92	321
PL332_02630	3	92	1893
PL332_02635	3	92	312
PL332_02640	1	1705	363
PL332_02645	1	1705	1761
PL332_02650	1	1705	846
PL332_02655	1	1705	666
PL332_02660	1	1705	420
PL332_02665	1	1705	1329
PL332_02670	1	1705	1506
PL332_02675	1	1705	1515
PL332_02680	3	92	1830
PL332_02685	1	1705	936
PL332_02690	1	1705	288
PL332_02695	3	92	1632
PL332_02700	1	1705	372
PL332_02710	1	1705	3030
PL332_02715	1	1705	573
PL332_02720	1	1705	903
PL332_02725	1	1705	492
PL332_02730	1	1705	552
PL332_02735	1	1705	843
PL332_02740	1	1705	576
PL332_02745	1	1705	876
PL332_02750	1	1705	615
PL332_02755	1	1705	603
PL332_02760	1	1705	780
PL332_02765	1	1705	564
PL332_02770	1	1705	2406
PL332_02775	1	1705	789
PL332_02780	1	1705	972
PL332_02785	1	1705	1404
PL332_02790	1	1705	222
PL332_02795	1	1705	843
PL332_02800	1	1705	621
PL332_02805	1	1705	885
PL332_02810	3	92	747
PL332_02815	3	92	930
PL332_02820	1	1705	2712
PL332_02825	1	1705	378
PL332_02830	1	1705	756
PL332_02835	1	1705	1065
PL332_02840	1	1705	1119
PL332_02845	1	1705	939
PL332_02850	1	1705	483
PL332_02855	1	1705	906
PL332_02860	1	1705	1233
PL332_02865	1	1705	684
PL332_02870	1	1705	2430
PL332_02875	1	1705	807
PL332_02880	1	1705	1068
PL332_02885	1	1705	696
PL332_02890	1	1705	1848
PL332_02895	1	1705	387
PL332_02900	1	1705	612
PL332_02905	1	1705	774
PL332_02910	1	1705	969
PL332_02915	1	1705	186
PL332_02920	1	1705	561
PL332_02925	1	1705	234
PL332_02930	1	1705	405
PL332_02935	1	1705	1002
PL332_02940	1	1705	597
PL332_02945	3	92	3831
PL332_02950	1	1705	1203
PL332_02955	1	1705	123
PL332_02960	1	1705	798
PL332_02965	1	1705	588
PL332_02970	1	1705	459
PL332_02975	1	1705	414
PL332_02980	1	1705	669
PL332_02985	1	1705	708
PL332_02990	1	1705	738
PL332_02995	1	1705	1059
PL332_03000	1	1705	597
PL332_03005	1	1705	414
PL332_03010	1	1705	1641
PL332_03015	1	1705	450
PL332_03020	1	1705	825
PL332_03025	1	1705	372
PL332_03030	1	1705	690
PL332_03035	1	1705	1020
PL332_03040	1	1705	642
PL332_03045	1	1705	756
PL332_03050	1	1705	132
PL332_03055	1	1705	426
PL332_03060	1	1705	435
PL332_03065	1	1705	408
PL332_03070	1	1705	1230
PL332_03075	1	1705	177
PL332_03080	1	1705	789
PL332_03085	1	1705	2019
PL332_03090	1	1705	732
PL332_03095	1	1705	672
PL332_03100	1	1705	1218
PL332_03105	1	1705	1131
PL332_03110	1	1705	771
PL332_03115	1	1705	699
PL332_03120	1	1705	903
PL332_03125	1	1705	1842
PL332_03130	1	1705	1248
PL332_03135	1	1705	894
PL332_03140	1	1705	1437
PL332_03145	1	1705	480
PL332_03150	1	1705	1317
PL332_03155	1	1705	408
PL332_03160	1	1705	123
PL332_03165	1	1705	1176
PL332_03170	1	1705	813
PL332_03175	1	1705	381
PL332_03180	1	1705	630
PL332_03185	1	1705	1458
PL332_03190	1	1705	609
PL332_03195	1	1705	702
PL332_03200	1	1705	2835
PL332_03205	1	1705	1014
PL332_03210	1	1705	1092
PL332_03215	1	1705	627
PL332_03220	1	1705	699
PL332_03225	1	1705	1428
PL332_03230	1	1705	1716
PL332_03235	1	1705	1029
PL332_03240	1	1705	1377
PL332_03245	1	1705	900
PL332_03250	1	1705	639
PL332_03285	1	1705	1386
PL332_03290	1	1705	486
PL332_03295	1	1705	543
PL332_03300	1	1705	1146
PL332_03305	1	1705	372
PL332_03310	1	1705	369
PL332_03315	1	1705	828
PL332_03320	1	1705	2181
PL332_03325	1	1705	399
PL332_03330	1	1705	222
PL332_03335	1	1705	2106
PL332_03340	4	97	1740
PL332_03345	4	97	1014
PL332_03350	4	97	567
PL332_03355	4	97	300
PL332_03360	4	97	477
PL332_03365	4	97	759
PL332_03370	4	97	309
PL332_03375	4	97	552
PL332_03380	4	97	1440
PL332_03385	4	97	348
PL332_03390	4	97	1401
PL332_03395	9	236	1662
PL332_03400	9	236	1188
PL332_03405	9	236	1425
PL332_03410	9	236	156
PL332_03415	9	236	1203
PL332_03420	9	236	351
PL332_03425	9	236	1167
PL332_03430	9	236	612
PL332_03435	9	236	906
PL332_03440	9	236	912
PL332_03445	9	236	204
PL332_03450	9	236	1329
PL332_03455	9	236	1122
PL332_03460	9	236	1095
PL332_03465	9	236	564
PL332_03470	9	236	288
PL332_03475	9	236	237
PL332_03485	9	236	684
PL332_03490	9	236	621
PL332_03495	9	236	858
PL332_03500	9	236	1842
PL332_03505	9	236	129
PL332_03510	9	236	939
PL332_03515	9	236	945
PL332_03520	9	236	768
PL332_03525	9	236	990
PL332_03530	9	236	1308
PL332_03535	9	236	2940
PL332_03540	9	236	837
PL332_03545	9	236	1593
PL332_03550	9	236	732
PL332_03555	9	236	750
PL332_03560	9	236	1071
PL332_03565	9	236	468
PL332_03570	9	236	1086
PL332_03575	9	236	546
PL332_03580	4	97	1494
PL332_03585	4	97	261
PL332_03590	1	1705	804
PL332_03595	1	1705	1047
PL332_03600	1	1705	2730
PL332_03605	1	1705	582
PL332_03610	1	1705	1800
PL332_03615	1	1705	1539
PL332_03620	1	1705	876
PL332_03625	1	1705	441
PL332_03630	1	1705	624
PL332_03635	1	1705	1173
PL332_03640	1	1705	1236
PL332_03645	1	1705	990
PL332_03650	1	1705	834
PL332_03655	1	1705	534
PL332_03660	1	1705	381
PL332_03665	1	1705	1011
PL332_03670	1	1705	1410
PL332_03675	1	1705	1209
PL332_03680	3	92	750
PL332_03685	1	1705	483
PL332_03690	1	1705	822
PL332_03695	1	1705	450
PL332_03700	1	1705	615
PL332_03705	1	1705	999
PL332_03710	1	1705	648
PL332_03715	1	1705	810
PL332_03720	1	1705	771
PL332_03725	1	1705	684
PL332_03730	1	1705	327
PL332_03735	1	1705	825
PL332_03740	3	92	1251
PL332_03745	1	1705	3177
PL332_03750	1	1705	1029
PL332_03755	1	1705	711
PL332_03760	1	1705	774
PL332_03765	1	1705	327
PL332_03770	1	1705	261
PL332_03775	1	1705	867
PL332_03780	1	1705	777
PL332_03785	1	1705	726
PL332_03790	1	1705	1755
PL332_03795	1	1705	357
PL332_03800	1	1705	660
PL332_03805	1	1705	1356
PL332_03810	1	1705	168
PL332_03815	1	1705	897
PL332_03820	1	1705	510
PL332_03825	1	1705	2394
PL332_03830	1	1705	906
PL332_03835	1	1705	270
PL332_03840	1	1705	1011
PL332_03845	1	1705	1356
PL332_03850	1	1705	1107
PL332_03855	1	1705	2244
PL332_03860	1	1705	381
PL332_03865	1	1705	1458
PL332_03870	1	1705	954
PL332_03875	1	1705	630
PL332_03880	1	1705	771
PL332_03885	1	1705	783
PL332_03890	1	1705	195
PL332_03895	1	1705	864
PL332_03900	1	1705	180
PL332_03905	1	1705	123
PL332_03910	1	1705	351
PL332_03915	1	1705	573
PL332_03920	1	1705	453
PL332_03925	1	1705	477
PL332_03930	1	1705	1002
PL332_03940	1	1705	963
PL332_03955	1	1705	1425
PL332_03960	1	1705	399
PL332_03965	1	1705	1008
PL332_03970	1	1705	1506
PL332_03975	1	1705	1380
PL332_03980	1	1705	1566
PL332_03985	1	1705	231
PL332_03990	1	1705	792
PL332_03995	1	1705	597
PL332_04000	1	1705	360
PL332_04005	1	1705	468
PL332_04010	1	1705	324
PL332_04015	1	1705	1146
PL332_04020	1	1705	1230
PL332_04025	1	1705	900
PL332_04030	1	1705	189
PL332_04035	1	1705	636
PL332_04040	1	1705	546
PL332_04045	1	1705	516
PL332_04050	1	1705	831
PL332_04055	1	1705	120
PL332_04060	1	1705	1686
PL332_04065	1	1705	615
PL332_04075	1	1705	1665
PL332_04080	1	1705	909
PL332_04085	1	1705	435
PL332_04090	10	24	702
PL332_04095	10	24	72
PL332_04100	10	24	813
PL332_04105	10	24	702
PL332_04110	10	24	552
PL332_04115	10	24	345
PL332_04120	10	24	837
PL332_04125	10	24	1182
PL332_04130	1	1705	882
PL332_04135	1	1705	240
PL332_04140	10	24	1557
PL332_04145	10	24	387
PL332_04150	10	24	282
PL332_04155	1	1705	768
PL332_04160	10	24	702
PL332_04165	1	1705	1200
PL332_04170	1	1705	564
PL332_04175	1	1705	1296
PL332_04180	1	1705	729
PL332_04185	1	1705	693
PL332_04190	1	1705	1023
PL332_04195	1	1705	879
PL332_04200	1	1705	1284
PL332_04205	5	60	1572
PL332_04210	5	60	267
PL332_04215	5	60	840
PL332_04220	5	60	903
PL332_04225	5	60	1005
PL332_04230	5	60	594
PL332_04235	5	60	732
PL332_04240	5	60	1065
PL332_04245	5	60	1443
PL332_04250	5	60	444
PL332_04255	5	60	225
PL332_04260	5	60	381
PL332_04265	5	60	876
PL332_04270	5	60	327
PL332_04275	5	60	618
PL332_04280	3	92	1989
PL332_04285	3	92	1050
PL332_04290	1	1705	753
PL332_04295	1	1705	834
PL332_04300	1	1705	1827
PL332_04305	1	1705	1245
PL332_04310	1	1705	462
PL332_04315	1	1705	561
PL332_04320	1	1705	1002
PL332_04325	1	1705	501
PL332_04330	1	1705	1086
PL332_04335	1	1705	813
PL332_04340	1	1705	837
PL332_04345	1	1705	1026
PL332_04350	1	1705	768
PL332_04355	1	1705	1641
PL332_04360	1	1705	576
PL332_04365	1	1705	774
PL332_04370	1	1705	378
PL332_04375	1	1705	435
PL332_04380	1	1705	1707
PL332_04385	1	1705	603
PL332_04390	1	1705	714
PL332_04395	1	1705	1419
PL332_04400	1	1705	546
PL332_04405	1	1705	633
PL332_04410	1	1705	1317
PL332_04415	1	1705	432
PL332_04420	1	1705	981
PL332_04425	1	1705	1197
PL332_04430	1	1705	450
PL332_04435	1	1705	216
PL332_04440	1	1705	702
PL332_04445	1	1705	441
PL332_04450	1	1705	306
PL332_04455	1	1705	906
PL332_04460	1	1705	471
PL332_04465	1	1705	504
PL332_04470	1	1705	228
PL332_04475	1	1705	717
PL332_04480	1	1705	1725
PL332_04485	1	1705	720
PL332_04490	1	1705	813
PL332_04495	1	1705	1509
PL332_04500	1	1705	1188
PL332_04505	1	1705	849
PL332_04510	1	1705	255
PL332_04515	1	1705	2604
PL332_04520	1	1705	681
PL332_04525	1	1705	555
PL332_04530	1	1705	522
PL332_04535	1	1705	336
PL332_04540	4	97	2265
PL332_04545	4	97	1233
PL332_04550	4	97	249
PL332_04555	4	97	279
PL332_04560	4	97	381
PL332_04565	4	97	504
PL332_04570	4	97	1086
PL332_04575	1	1705	2154
PL332_04580	1	1705	1053
PL332_04585	1	1705	129
PL332_04590	1	1705	225
PL332_04595	1	1705	159
PL332_04605	1	1705	204
PL332_04610	1	1705	471
PL332_04615	1	1705	648
PL332_04620	1	1705	987
PL332_04625	1	1705	432
PL332_04630	3	92	1566
PL332_04635	3	92	1389
PL332_04640	3	92	852
PL332_04645	9	236	576
PL332_04650	9	236	1488
PL332_04655	9	236	1155
PL332_04660	9	236	1242
PL332_04665	9	236	1032
PL332_04670	9	236	1128
PL332_04675	9	236	1671
PL332_04680	9	236	570
PL332_04685	9	236	861
PL332_04690	9	236	1260
PL332_04695	9	236	267
PL332_04700	9	236	282
PL332_04705	9	236	207
PL332_04710	9	236	255
PL332_04715	9	236	321
PL332_04720	9	236	288
PL332_04725	9	236	438
PL332_04730	9	236	501
PL332_04735	9	236	999
PL332_04740	9	236	213
PL332_04745	9	236	762
PL332_04750	9	236	249
PL332_04755	9	236	318
PL332_04760	9	236	288
PL332_04765	9	236	978
PL332_04770	9	236	948
PL332_04775	9	236	747
PL332_04780	9	236	420
PL332_04785	9	236	420
PL332_04790	9	236	393
PL332_04795	9	236	498
PL332_04800	9	236	234
PL332_04805	9	236	468
PL332_04810	9	236	1101
PL332_04815	9	236	483
PL332_04820	9	236	240
PL332_04825	9	236	189
PL332_04830	9	236	663
PL332_04835	9	236	387
PL332_04840	9	236	366
PL332_04845	9	236	183
PL332_04850	9	236	402
PL332_04855	9	236	366
PL332_04860	9	236	387
PL332_04865	9	236	351
PL332_04870	9	236	1404
PL332_04875	9	236	915
PL332_04880	9	236	690
PL332_04885	9	236	234
PL332_04890	9	236	519
PL332_04895	9	236	273
PL332_04900	9	236	2046
PL332_04905	9	236	756
PL332_04910	9	236	384
PL332_04915	9	236	396
PL332_04920	9	236	504
PL332_04925	9	236	3444
PL332_04930	9	236	387
PL332_04935	9	236	339
PL332_04940	9	236	324
PL332_04945	9	236	489
PL332_04950	9	236	258
PL332_04955	9	236	897
PL332_04960	9	236	543
PL332_04965	9	236	567
PL332_04970	9	236	408
PL332_04975	9	236	591
PL332_04980	9	236	195
PL332_04985	9	236	501
PL332_04990	9	236	417
PL332_04995	9	236	1326
PL332_05000	9	236	1008
PL332_05005	9	236	588
PL332_05010	9	236	339
PL332_05015	1	1705	2544
PL332_05020	1	1705	1620
PL332_05025	1	1705	627
PL332_05030	1	1705	1038
PL332_05035	1	1705	252
PL332_05040	1	1705	483
PL332_05045	1	1705	1233
PL332_05050	1	1705	480
PL332_05055	1	1705	1401
PL332_05060	1	1705	309
PL332_05065	1	1705	282
PL332_05070	1	1705	348
PL332_05075	1	1705	366
PL332_05085	1	1705	1005
PL332_05090	1	1705	294
PL332_05095	1	1705	459
PL332_05100	1	1705	642
PL332_05105	1	1705	480
PL332_05110	1	1705	522
PL332_05115	1	1705	924
PL332_05120	1	1705	591
PL332_05125	1	1705	1104
PL332_05130	1	1705	1341
PL332_05135	1	1705	738
PL332_05140	1	1705	750
PL332_05145	1	1705	1194
PL332_05150	1	1705	1353
PL332_05155	1	1705	501
PL332_05160	1	1705	483
