locus_tag	cluster_id	cluster_size	gene_length
SAV_RS01065	1	2000	99
SAV_RS01070	4	23	2043
SAV_RS01075	1	2000	1053
SAV_RS01080	1	2000	894
SAV_RS01085	1	2000	1452
SAV_RS01090	1	2000	873
SAV_RS01095	1	2000	279
SAV_RS01100	1	2000	2787
SAV_RS01105	1	2000	597
SAV_RS01110	1	2000	1110
SAV_RS01115	1	2000	678
SAV_RS01120	1	2000	1176
SAV_RS01125	1	2000	219
SAV_RS01130	1	2000	1716
SAV_RS01135	1	2000	462
SAV_RS01140	1	2000	720
SAV_RS01145	1	2000	195
SAV_RS01150	1	2000	69
SAV_RS01155	1	2000	1590
SAV_RS01160	1	2000	1476
SAV_RS01165	1	2000	1161
SAV_RS01170	1	2000	1773
SAV_RS15835	1	2000	2004
SAV_RS01175	1	2000	771
SAV_RS01180	1	2000	624
SAV_RS01185	1	2000	576
SAV_RS01190	1	2000	1095
SAV_RS01195	1	2000	1269
SAV_RS01200	1	2000	1266
SAV_RS01205	1	2000	837
SAV_RS01210	1	2000	1074
SAV_RS01215	1	2000	1038
SAV_RS01220	1	2000	966
SAV_RS01225	1	2000	492
SAV_RS01230	1	2000	1377
SAV_RS01235	1	2000	756
SAV_RS01240	1	2000	1554
SAV_RS01245	1	2000	966
SAV_RS01250	4	23	2247
SAV_RS01255	1	2000	753
SAV_RS01260	1	2000	1761
SAV_RS01265	1	2000	342
SAV_RS01270	1	2000	1974
SAV_RS01275	1	2000	105
SAV_RS01280	1	2000	1182
SAV_RS01285	1	2000	2259
SAV_RS01290	1	2000	1209
SAV_RS01295	1	2000	1503
SAV_RS01300	1	2000	1575
SAV_RS01310	1	2000	1140
SAV_RS01315	1	2000	1473
SAV_RS01320	1	2000	354
SAV_RS01325	1	2000	171
SAV_RS01330	1	2000	1143
SAV_RS01335	1	2000	105
SAV_RS01340	1	2000	951
SAV_RS01345	1	2000	1527
SAV_RS01350	1	2000	933
SAV_RS01355	1	2000	2094
SAV_RS01360	1	2000	465
SAV_RS01365	1	2000	276
SAV_RS01375	1	2000	1257
SAV_RS01380	1	2000	1053
SAV_RS01385	1	2000	144
SAV_RS01390	1	2000	1041
SAV_RS01395	1	2000	714
SAV_RS01400	1	2000	1023
SAV_RS01405	1	2000	1692
SAV_RS01410	1	2000	1167
SAV_RS01415	1	2000	714
SAV_RS01420	1	2000	1023
SAV_RS01425	1	2000	1686
SAV_RS01430	1	2000	1719
SAV_RS01435	1	2000	672
SAV_RS01440	1	2000	1752
SAV_RS01445	1	2000	738
SAV_RS01450	1	2000	441
SAV_RS01455	1	2000	699
SAV_RS01460	1	2000	702
SAV_RS01465	1	2000	789
SAV_RS01470	1	2000	1434
SAV_RS01475	1	2000	759
SAV_RS01480	1	2000	132
SAV_RS01485	1	2000	912
SAV_RS01490	1	2000	402
SAV_RS01495	1	2000	879
SAV_RS01500	1	2000	996
SAV_RS01510	1	2000	186
SAV_RS01515	1	2000	390
SAV_RS01520	1	2000	1374
SAV_RS01525	1	2000	990
SAV_RS01530	1	2000	948
SAV_RS01535	1	2000	657
SAV_RS01540	1	2000	918
SAV_RS01545	1	2000	1164
SAV_RS01550	1	2000	1521
SAV_RS01555	1	2000	891
SAV_RS01560	1	2000	291
SAV_RS01565	1	2000	3027
SAV_RS01570	1	2000	456
SAV_RS01575	1	2000	240
SAV_RS01580	1	2000	1332
SAV_RS01585	1	2000	4437
SAV_RS01590	1	2000	390
SAV_RS01595	1	2000	312
SAV_RS01600	1	2000	672
SAV_RS01605	1	2000	315
SAV_RS01610	1	2000	1842
SAV_RS01615	1	2000	489
SAV_RS01620	1	2000	681
SAV_RS01625	1	2000	609
SAV_RS01630	1	2000	216
SAV_RS01635	1	2000	498
SAV_RS01640	1	2000	498
SAV_RS01645	1	2000	498
SAV_RS01650	1	2000	483
SAV_RS01655	1	2000	372
SAV_RS01660	1	2000	396
SAV_RS01665	1	2000	822
SAV_RS01670	1	2000	1305
SAV_RS01675	1	2000	888
SAV_RS01680	1	2000	1047
SAV_RS01685	1	2000	675
SAV_RS01690	1	2000	138
SAV_RS01695	1	2000	987
SAV_RS01700	1	2000	1116
SAV_RS01705	1	2000	921
SAV_RS01710	1	2000	1218
SAV_RS01720	1	2000	1530
SAV_RS01725	1	2000	879
SAV_RS15840	1	2000	858
SAV_RS01730	1	2000	798
SAV_RS01735	1	2000	666
SAV_RS01740	1	2000	1311
SAV_RS01745	1	2000	2073
SAV_RS01750	1	2000	825
SAV_RS01755	1	2000	1197
SAV_RS01760	1	2000	90
SAV_RS01765	1	2000	999
SAV_RS01770	1	2000	330
SAV_RS01775	1	2000	798
SAV_RS01780	1	2000	942
SAV_RS01785	1	2000	1020
SAV_RS01790	1	2000	1023
SAV_RS01795	1	2000	1344
SAV_RS01800	1	2000	282
SAV_RS01805	1	2000	441
SAV_RS01810	1	2000	1953
SAV_RS01815	1	2000	417
SAV_RS01820	1	2000	1353
SAV_RS01825	1	2000	456
SAV_RS01830	1	2000	1356
SAV_RS01835	1	2000	924
SAV_RS01840	1	2000	1059
SAV_RS01845	1	2000	564
SAV_RS01850	1	2000	993
SAV_RS01855	1	2000	543
SAV_RS01860	1	2000	852
SAV_RS01870	1	2000	1227
SAV_RS01875	1	2000	1710
SAV_RS01880	1	2000	660
SAV_RS01885	1	2000	222
SAV_RS01890	1	2000	387
SAV_RS01900	1	2000	201
SAV_RS01905	1	2000	711
SAV_RS01910	1	2000	840
SAV_RS01915	1	2000	627
SAV_RS01920	1	2000	1131
SAV_RS01925	1	2000	1179
SAV_RS01930	1	2000	750
SAV_RS01935	3	28	2226
SAV_RS01940	3	28	1839
SAV_RS01945	3	28	1158
SAV_RS01950	3	28	1101
SAV_RS01955	1	2000	843
SAV_RS01965	1	2000	879
SAV_RS01970	1	2000	201
SAV_RS01975	1	2000	1095
SAV_RS01980	1	2000	189
SAV_RS01985	1	2000	294
SAV_RS01990	1	2000	501
SAV_RS01995	1	2000	240
SAV_RS02000	1	2000	936
SAV_RS02005	1	2000	711
SAV_RS02010	1	2000	609
SAV_RS02015	1	2000	366
SAV_RS02020	1	2000	570
SAV_RS02025	1	2000	261
SAV_RS02030	1	2000	249
SAV_RS02035	1	2000	207
SAV_RS14965	1	2000	579
SAV_RS02045	1	2000	381
SAV_RS02050	1	2000	624
SAV_RS02055	3	28	1521
SAV_RS02060	3	28	567
SAV_RS02065	3	28	753
SAV_RS02070	3	28	1386
SAV_RS02075	3	28	96
SAV_RS02080	3	28	1317
SAV_RS02085	3	28	69
SAV_RS02090	3	28	954
SAV_RS02095	3	28	660
SAV_RS02100	3	28	405
SAV_RS02105	3	28	576
SAV_RS02110	3	28	1266
SAV_RS02115	4	23	1464
SAV_RS02120	4	23	1539
SAV_RS16035	5	22	1191
SAV_RS02125	5	22	198
SAV_RS02130	5	22	228
SAV_RS02135	5	22	420
SAV_RS02140	5	22	351
SAV_RS02145	5	22	1917
SAV_RS02150	5	22	114
SAV_RS02155	5	22	927
SAV_RS02160	5	22	1020
SAV_RS02165	5	22	2025
SAV_RS02170	5	22	2451
SAV_RS02175	5	22	393
SAV_RS02180	5	22	636
SAV_RS14980	5	22	498
SAV_RS02185	5	22	777
SAV_RS14985	5	22	219
SAV_RS02190	5	22	240
SAV_RS02195	5	22	1182
SAV_RS02200	5	22	1401
SAV_RS02205	5	22	771
SAV_RS02210	5	22	375
SAV_RS02215	5	22	312
SAV_RS02220	2	148	1791
SAV_RS02225	2	148	2187
SAV_RS02230	2	148	1188
SAV_RS14990	2	148	534
SAV_RS02235	2	148	702
SAV_RS02240	2	148	270
SAV_RS02245	2	148	150
SAV_RS02250	2	148	357
SAV_RS02255	2	148	843
SAV_RS02260	2	148	678
SAV_RS02265	2	148	693
SAV_RS02270	2	148	1068
SAV_RS02275	2	148	135
SAV_RS02280	2	148	702
SAV_RS02285	2	148	693
SAV_RS02290	2	148	696
SAV_RS02295	2	148	696
SAV_RS02300	2	148	681
SAV_RS02305	2	148	99
SAV_RS02310	1	2000	1554
SAV_RS02315	2	148	1209
SAV_RS02320	2	148	681
SAV_RS02325	2	148	1485
SAV_RS02335	2	148	771
SAV_RS02340	2	148	792
SAV_RS02345	2	148	783
SAV_RS02350	2	148	759
SAV_RS02355	2	148	783
SAV_RS02360	2	148	780
SAV_RS02365	2	148	789
SAV_RS02370	2	148	798
SAV_RS02375	2	148	780
SAV_RS02380	2	148	813
SAV_RS02385	2	148	1323
SAV_RS02390	2	148	321
SAV_RS02395	2	148	312
SAV_RS02400	2	148	198
SAV_RS02405	1	2000	1200
SAV_RS02410	1	2000	60
SAV_RS02415	1	2000	66
SAV_RS02420	1	2000	63
SAV_RS02425	1	2000	63
SAV_RS02430	1	2000	1482
SAV_RS02435	1	2000	2703
SAV_RS02440	1	2000	360
SAV_RS02445	1	2000	414
SAV_RS02450	1	2000	672
SAV_RS02455	1	2000	732
SAV_RS15575	1	2000	1335
SAV_RS15000	1	2000	903
SAV_RS15580	1	2000	1140
SAV_RS15585	1	2000	1023
SAV_RS02465	1	2000	657
SAV_RS02470	1	2000	840
SAV_RS02475	1	2000	801
SAV_RS15005	1	2000	267
SAV_RS02485	1	2000	393
SAV_RS02490	1	2000	483
SAV_RS02495	1	2000	780
SAV_RS02500	1	2000	1116
SAV_RS02505	1	2000	882
SAV_RS02510	6	39	4497
SAV_RS02515	6	39	1461
SAV_RS02520	6	39	1425
SAV_RS02525	6	39	1638
SAV_RS02530	6	39	726
SAV_RS02535	6	39	99
SAV_RS02540	6	39	522
SAV_RS02545	6	39	1695
SAV_RS02550	6	39	315
SAV_RS02555	6	39	594
SAV_RS02560	6	39	1335
SAV_RS02565	6	39	615
SAV_RS02575	6	39	327
SAV_RS02580	6	39	924
SAV_RS02585	6	39	801
SAV_RS02590	6	39	345
SAV_RS02595	6	39	723
SAV_RS02600	6	39	246
SAV_RS02605	6	39	837
SAV_RS02610	6	39	1971
SAV_RS02615	6	39	771
SAV_RS02635	6	39	534
SAV_RS02640	6	39	891
SAV_RS02645	6	39	261
SAV_RS02655	6	39	846
SAV_RS02660	6	39	822
SAV_RS02665	6	39	378
SAV_RS02670	6	39	300
SAV_RS02675	6	39	129
SAV_RS02680	6	39	1350
SAV_RS02690	6	39	963
SAV_RS02695	3	28	651
SAV_RS02700	1	2000	570
SAV_RS02705	1	2000	3504
SAV_RS02710	1	2000	1524
SAV_RS02715	1	2000	1191
SAV_RS02720	1	2000	261
SAV_RS02725	1	2000	390
SAV_RS02730	1	2000	399
SAV_RS02735	1	2000	1293
SAV_RS02740	1	2000	537
SAV_RS02745	7	280	2091
SAV_RS02755	7	280	879
SAV_RS02760	7	280	930
SAV_RS02765	7	280	801
SAV_RS02770	7	280	363
SAV_RS02775	7	280	474
SAV_RS02780	7	280	90
SAV_RS02785	7	280	1485
SAV_RS02790	7	280	1380
SAV_RS02795	7	280	885
SAV_RS02800	7	280	558
SAV_RS02805	7	280	1212
SAV_RS02810	7	280	459
SAV_RS02815	7	280	564
SAV_RS02820	7	280	1005
SAV_RS02825	7	280	2454
SAV_RS02830	7	280	1362
SAV_RS02835	7	280	1071
SAV_RS02840	7	280	1452
SAV_RS02910	7	280	645
SAV_RS02915	7	280	1398
SAV_RS02920	7	280	402
SAV_RS02925	7	280	744
SAV_RS02930	7	280	522
SAV_RS02935	7	280	567
SAV_RS02940	7	280	141
SAV_RS02945	7	280	180
SAV_RS02955	7	280	546
SAV_RS02960	7	280	420
SAV_RS02965	7	280	690
SAV_RS02970	7	280	498
SAV_RS02975	7	280	366
SAV_RS02980	7	280	606
SAV_RS02985	4	23	3549
SAV_RS02990	4	23	3594
SAV_RS02995	1	2000	252
SAV_RS15020	1	2000	411
SAV_RS03000	1	2000	468
SAV_RS03005	8	2	2079
SAV_RS03010	8	2	1182
SAV_RS03015	1	2000	1173
SAV_RS03020	1	2000	1185
SAV_RS03025	1	2000	876
SAV_RS03030	1	2000	1635
SAV_RS03035	1	2000	963
SAV_RS03040	1	2000	1074
SAV_RS03045	1	2000	681
SAV_RS03050	1	2000	660
SAV_RS03055	1	2000	615
SAV_RS03060	1	2000	468
SAV_RS03065	1	2000	867
SAV_RS03070	1	2000	564
SAV_RS03075	9	3	2859
SAV_RS03080	9	3	4155
SAV_RS03085	9	3	3423
SAV_RS03090	1	2000	1470
SAV_RS03095	1	2000	1488
SAV_RS03100	1	2000	876
SAV_RS03105	1	2000	663
SAV_RS03110	1	2000	360
SAV_RS03115	1	2000	756
SAV_RS03120	1	2000	630
SAV_RS03125	1	2000	546
SAV_RS03130	1	2000	645
SAV_RS03135	1	2000	1398
SAV_RS03140	1	2000	1374
SAV_RS03145	1	2000	1137
SAV_RS03150	1	2000	363
SAV_RS03155	1	2000	267
SAV_RS03160	1	2000	165
SAV_RS03165	1	2000	828
SAV_RS03170	1	2000	654
SAV_RS03175	1	2000	378
SAV_RS03180	1	2000	366
SAV_RS03185	1	2000	1482
SAV_RS03190	1	2000	450
SAV_RS03195	1	2000	762
SAV_RS03200	1	2000	750
SAV_RS03205	1	2000	984
SAV_RS03210	1	2000	834
SAV_RS03215	1	2000	918
SAV_RS03220	1	2000	981
SAV_RS03225	1	2000	1074
SAV_RS03230	1	2000	339
SAV_RS03235	1	2000	1320
SAV_RS03240	1	2000	438
SAV_RS03245	1	2000	99
SAV_RS03250	1	2000	1392
SAV_RS03255	1	2000	633
SAV_RS03260	1	2000	618
SAV_RS03265	1	2000	630
SAV_RS03270	1	2000	936
SAV_RS03275	1	2000	534
SAV_RS03280	1	2000	474
SAV_RS03285	1	2000	1293
SAV_RS03290	1	2000	519
SAV_RS03295	1	2000	1008
SAV_RS03300	1	2000	414
SAV_RS03305	1	2000	1659
SAV_RS03310	1	2000	633
SAV_RS03315	1	2000	777
SAV_RS03320	1	2000	948
SAV_RS03325	1	2000	717
SAV_RS03335	1	2000	798
SAV_RS03340	1	2000	504
SAV_RS03345	1	2000	714
SAV_RS03350	1	2000	786
SAV_RS03355	1	2000	372
SAV_RS03360	1	2000	927
SAV_RS03365	1	2000	222
SAV_RS03370	1	2000	201
SAV_RS03375	1	2000	558
SAV_RS03380	1	2000	2400
SAV_RS03385	1	2000	423
SAV_RS03390	1	2000	342
SAV_RS03395	1	2000	1494
SAV_RS03400	1	2000	480
SAV_RS03405	1	2000	300
SAV_RS03410	1	2000	435
SAV_RS03415	1	2000	2040
SAV_RS03420	1	2000	1317
SAV_RS03425	1	2000	927
SAV_RS03430	1	2000	834
SAV_RS03435	1	2000	741
SAV_RS03440	1	2000	642
SAV_RS03445	1	2000	750
SAV_RS03450	1	2000	762
SAV_RS03455	1	2000	792
SAV_RS03460	1	2000	810
SAV_RS03465	1	2000	1101
SAV_RS03470	1	2000	1059
SAV_RS03475	1	2000	396
SAV_RS03480	1	2000	1293
SAV_RS03485	1	2000	1725
SAV_RS03490	1	2000	1227
SAV_RS03495	1	2000	90
SAV_RS03500	1	2000	831
SAV_RS03505	1	2000	795
SAV_RS03510	1	2000	1002
SAV_RS03515	1	2000	1014
SAV_RS03520	1	2000	966
SAV_RS03525	1	2000	582
SAV_RS03530	1	2000	360
SAV_RS03535	1	2000	495
SAV_RS03540	1	2000	1065
SAV_RS03545	1	2000	1041
SAV_RS03550	1	2000	426
SAV_RS03555	1	2000	504
SAV_RS03560	1	2000	921
SAV_RS03565	1	2000	672
SAV_RS03570	1	2000	1038
SAV_RS03575	1	2000	759
SAV_RS03580	1	2000	1887
SAV_RS03585	1	2000	615
SAV_RS03590	1	2000	1005
SAV_RS03595	1	2000	795
SAV_RS03600	1	2000	642
SAV_RS03605	1	2000	2148
SAV_RS03615	1	2000	357
SAV_RS03620	1	2000	714
SAV_RS03625	1	2000	471
SAV_RS03630	1	2000	114
SAV_RS03635	1	2000	642
SAV_RS03640	1	2000	864
SAV_RS03645	1	2000	1218
SAV_RS03650	1	2000	486
SAV_RS03655	1	2000	687
SAV_RS03660	1	2000	441
SAV_RS03665	1	2000	393
SAV_RS03670	1	2000	297
SAV_RS03675	1	2000	540
SAV_RS03680	1	2000	564
SAV_RS03685	1	2000	456
SAV_RS03690	1	2000	681
SAV_RS03695	1	2000	873
SAV_RS03700	1	2000	1629
SAV_RS03705	1	2000	1671
SAV_RS03710	1	2000	441
SAV_RS03715	1	2000	924
SAV_RS03720	1	2000	906
SAV_RS03725	1	2000	285
SAV_RS03730	1	2000	1551
SAV_RS03735	1	2000	1371
SAV_RS03740	1	2000	282
SAV_RS03745	1	2000	615
SAV_RS03750	1	2000	420
SAV_RS03755	1	2000	1164
SAV_RS03760	1	2000	450
SAV_RS03765	1	2000	480
SAV_RS03770	1	2000	762
SAV_RS03775	1	2000	918
SAV_RS03780	1	2000	1956
SAV_RS03785	1	2000	1179
SAV_RS03790	1	2000	1347
SAV_RS03795	1	2000	837
SAV_RS03800	1	2000	981
SAV_RS03805	1	2000	1053
SAV_RS03810	1	2000	684
SAV_RS03815	1	2000	471
SAV_RS03820	1	2000	438
SAV_RS03825	1	2000	582
SAV_RS03830	1	2000	711
SAV_RS03835	1	2000	417
SAV_RS03840	1	2000	666
SAV_RS03850	1	2000	591
SAV_RS03855	1	2000	1149
SAV_RS03860	1	2000	606
SAV_RS03865	1	2000	204
SAV_RS03870	1	2000	708
SAV_RS03875	1	2000	1002
SAV_RS03880	1	2000	1938
SAV_RS03885	1	2000	1881
SAV_RS03890	1	2000	1779
SAV_RS03895	1	2000	975
SAV_RS03900	1	2000	1512
SAV_RS03905	1	2000	1056
SAV_RS03910	1	2000	540
SAV_RS03915	1	2000	915
SAV_RS03920	1	2000	99
SAV_RS03925	1	2000	1503
SAV_RS03930	1	2000	243
SAV_RS03935	1	2000	498
SAV_RS03940	1	2000	864
SAV_RS03950	1	2000	396
SAV_RS03955	1	2000	2103
SAV_RS03960	1	2000	969
SAV_RS03965	1	2000	153
SAV_RS03970	1	2000	969
SAV_RS03975	1	2000	954
SAV_RS03985	1	2000	759
SAV_RS03990	1	2000	1026
SAV_RS03995	1	2000	312
SAV_RS15855	1	2000	921
SAV_RS04000	1	2000	516
SAV_RS04005	1	2000	876
SAV_RS04010	1	2000	318
SAV_RS04015	1	2000	1122
SAV_RS04020	1	2000	1224
SAV_RS04025	1	2000	492
SAV_RS04030	1	2000	759
SAV_RS04035	1	2000	1068
SAV_RS04040	1	2000	1053
SAV_RS04045	1	2000	639
SAV_RS04050	1	2000	864
SAV_RS04055	1	2000	1080
SAV_RS04060	1	2000	672
SAV_RS04065	1	2000	570
SAV_RS04070	1	2000	2529
SAV_RS04075	1	2000	102
SAV_RS04080	1	2000	105
SAV_RS04085	1	2000	837
SAV_RS04090	1	2000	648
SAV_RS04095	1	2000	234
SAV_RS04100	1	2000	1983
SAV_RS04105	1	2000	2844
SAV_RS04110	1	2000	930
SAV_RS04115	1	2000	837
SAV_RS04120	1	2000	483
SAV_RS04125	1	2000	1437
SAV_RS04130	1	2000	933
SAV_RS04135	1	2000	909
SAV_RS04140	1	2000	993
SAV_RS04145	1	2000	942
SAV_RS04150	1	2000	585
SAV_RS04155	1	2000	900
SAV_RS04160	1	2000	627
SAV_RS04165	1	2000	1011
SAV_RS04170	4	23	1008
SAV_RS04175	4	23	1188
SAV_RS04180	4	23	759
SAV_RS04185	4	23	1515
SAV_RS04190	4	23	1302
SAV_RS04195	4	23	456
SAV_RS04205	4	23	231
SAV_RS04210	4	23	738
SAV_RS04215	1	2000	2370
SAV_RS04225	1	2000	462
SAV_RS04230	2	148	1104
SAV_RS04235	2	148	672
SAV_RS04240	2	148	204
SAV_RS04245	2	148	225
SAV_RS04250	2	148	144
SAV_RS04255	2	148	207
SAV_RS04260	2	148	315
SAV_RS04265	2	148	867
SAV_RS04270	2	148	1467
SAV_RS04275	2	148	360
SAV_RS04280	2	148	282
SAV_RS04285	2	148	639
SAV_RS04290	2	148	339
SAV_RS04295	2	148	576
SAV_RS04300	2	148	216
SAV_RS04305	2	148	525
SAV_RS04310	2	148	339
SAV_RS04315	2	148	567
SAV_RS04320	2	148	966
SAV_RS04325	2	148	192
SAV_RS04330	2	148	114
SAV_RS04335	2	148	912
SAV_RS04340	2	148	846
SAV_RS04345	2	148	321
SAV_RS04350	2	148	144
SAV_RS04355	2	148	726
SAV_RS04360	2	148	153
SAV_RS04365	2	148	519
SAV_RS04370	2	148	528
SAV_RS04375	1	2000	2805
SAV_RS04380	1	2000	1500
SAV_RS04385	1	2000	1020
SAV_RS15795	1	2000	519
SAV_RS16040	1	2000	684
SAV_RS04395	1	2000	198
SAV_RS04400	1	2000	216
SAV_RS04410	1	2000	282
SAV_RS15865	1	2000	567
SAV_RS04420	1	2000	186
SAV_RS04425	1	2000	258
SAV_RS04430	1	2000	201
SAV_RS04435	1	2000	234
SAV_RS04440	1	2000	579
SAV_RS04445	1	2000	615
SAV_RS04450	1	2000	492
SAV_RS04455	1	2000	420
SAV_RS04460	1	2000	714
SAV_RS04465	1	2000	537
SAV_RS04470	1	2000	318
SAV_RS04475	1	2000	354
SAV_RS04480	1	2000	378
SAV_RS04485	1	2000	876
SAV_RS04490	1	2000	384
SAV_RS04495	1	2000	294
SAV_RS04500	1	2000	1023
SAV_RS04505	1	2000	693
SAV_RS04510	1	2000	819
SAV_RS04515	1	2000	192
SAV_RS04520	1	2000	849
SAV_RS04525	1	2000	759
SAV_RS04530	1	2000	1305
SAV_RS04535	1	2000	1248
SAV_RS04540	1	2000	462
SAV_RS04545	10	128	1395
SAV_RS04555	10	128	1047
SAV_RS04565	10	128	177
SAV_RS04570	10	128	930
SAV_RS04575	10	128	462
SAV_RS04580	10	128	327
SAV_RS04585	10	128	189
SAV_RS04590	10	128	141
SAV_RS04595	10	128	207
SAV_RS04600	10	128	777
SAV_RS04605	10	128	222
SAV_RS04610	10	128	141
SAV_RS04615	10	128	645
SAV_RS04620	10	128	219
SAV_RS04625	10	128	159
SAV_RS04630	10	128	300
SAV_RS04635	10	128	258
SAV_RS04640	10	128	219
SAV_RS04645	10	128	423
SAV_RS04650	10	128	549
SAV_RS04655	10	128	672
SAV_RS04660	10	128	279
